             0.4         0
             0.4         0.37347
         0.37347         0.37347
         0.37347        0.334856
        0.334856        0.334856
        0.334856        0.438778
        0.438778        0.438778
        0.438778        0.494572
        0.494572        0.494572
        0.494572        0.598406
        0.598406        0.598406
        0.598406        0.377646
        0.377646        0.377646
        0.377646        0.336125
        0.336125        0.336125
        0.336125        0.431934
        0.431934        0.431934
        0.431934        0.472808
        0.472808        0.472808
        0.472808        0.577365
        0.577365        0.577365
        0.577365        0.442286
        0.442286        0.442286
        0.442286        0.505287
        0.505287        0.505287
        0.505287        0.598452
        0.598452        0.598452
        0.598452        0.377525
        0.377525        0.377525
        0.377525        0.336059
        0.336059        0.336059
        0.336059        0.432286
        0.432286        0.432286
        0.432286         0.47395
         0.47395         0.47395
         0.47395         0.57915
         0.57915         0.57915
         0.57915        0.436418
        0.436418        0.436418
        0.436418        0.487177
        0.487177        0.487177
        0.487177        0.594375
        0.594375        0.594375
        0.594375         0.38883
         0.38883         0.38883
         0.38883         0.34916
         0.34916         0.34916
         0.34916        0.374762
        0.374762        0.374762
        0.374762         0.33502
         0.33502         0.33502
         0.33502        0.437881
        0.437881        0.437881
        0.437881        0.491778
        0.491778        0.491778
        0.491778        0.597266
        0.597266        0.597266
        0.597266        0.380724
        0.380724        0.380724
        0.380724        0.338383
        0.338383        0.338383
        0.338383        0.420297
        0.420297        0.420297
        0.420297        0.434605
        0.434605        0.434605
        0.434605        0.481411
        0.481411        0.481411
        0.481411        0.588987
        0.588987        0.588987
        0.588987        0.404916
        0.404916        0.404916
        0.404916        0.386804
        0.386804        0.386804
        0.386804        0.345855
        0.345855        0.345855
        0.345855        0.386913
        0.386913        0.386913
        0.386913        0.346022
        0.346022        0.346022
        0.346022        0.386257
        0.386257        0.386257
        0.386257        0.345029
        0.345029        0.345029
        0.345029        0.390201
        0.390201        0.390201
        0.390201        0.351607
        0.351607        0.351607
        0.351607        0.366821
        0.366821        0.366821
        0.366821        0.337436
        0.337436        0.337436
        0.337436        0.425092
        0.425092        0.425092
        0.425092        0.450383
        0.450383        0.450383
        0.450383        0.528473
        0.528473        0.528473
        0.528473        0.575275
        0.575275        0.575275
        0.575275        0.449173
        0.449173        0.449173
        0.449173        0.525163
        0.525163        0.525163
        0.525163        0.580485
        0.580485        0.580485
        0.580485        0.432045
        0.432045        0.432045
        0.432045        0.473168
        0.473168        0.473168
        0.473168        0.577935
        0.577935        0.577935
        0.577935        0.440409
        0.440409        0.440409
        0.440409        0.499598
        0.499598        0.499598
        0.499598        0.599283
        0.599283        0.599283
        0.599283        0.375329
        0.375329        0.375329
        0.375329        0.335158
        0.335158        0.335158
        0.335158        0.437132
        0.437132        0.437132
        0.437132        0.489429
        0.489429        0.489429
        0.489429        0.595947
        0.595947        0.595947
        0.595947         0.38437
         0.38437         0.38437
         0.38437        0.342407
        0.342407        0.342407
        0.342407        0.401314
        0.401314        0.401314
        0.401314        0.376903
        0.376903        0.376903
        0.376903        0.335745
        0.335745        0.335745
        0.335745        0.433963
        0.433963        0.433963
        0.433963        0.479357
        0.479357        0.479357
        0.479357        0.586597
        0.586597        0.586597
        0.586597        0.412373
        0.412373        0.412373
        0.412373        0.409141
        0.409141        0.409141
        0.409141        0.399202
        0.399202        0.399202
        0.399202        0.371436
        0.371436        0.371436
        0.371436        0.335027
        0.335027        0.335027
        0.335027        0.437845
        0.437845        0.437845
        0.437845        0.491664
        0.491664        0.491664
        0.491664        0.597209
        0.597209        0.597209
        0.597209        0.380878
        0.380878        0.380878
        0.380878        0.338524
        0.338524        0.338524
        0.338524        0.419593
        0.419593        0.419593
        0.419593          0.4323
          0.4323          0.4323
          0.4323        0.473995
        0.473995        0.473995
        0.473995        0.579218
        0.579218        0.579218
        0.579218        0.436194
        0.436194        0.436194
        0.436194        0.486469
        0.486469        0.486469
        0.486469        0.593819
        0.593819        0.593819
        0.593819        0.390435
        0.390435        0.390435
        0.390435        0.352041
        0.352041        0.352041
        0.352041        0.365507
        0.365507        0.365507
        0.365507        0.338653
        0.338653        0.338653
        0.338653        0.418952
        0.418952        0.418952
        0.418952        0.430207
        0.430207        0.430207
        0.430207        0.467189
        0.467189        0.467189
        0.467189         0.56753
         0.56753         0.56753
         0.56753        0.474543
        0.474543        0.474543
        0.474543        0.580048
        0.580048        0.580048
        0.580048        0.433474
        0.433474        0.433474
        0.433474        0.477785
        0.477785        0.477785
