          -3  3.99309e-05            0
       -2.99  4.00101e-05  1.57442e-05
       -2.98  4.02458e-05  3.13356e-05
       -2.97  4.06368e-05  4.68346e-05
       -2.96  4.11825e-05  6.22985e-05
       -2.95  4.18828e-05  7.77823e-05
       -2.94  4.27381e-05  9.33386e-05
       -2.93  4.37496e-05  0.000109018
       -2.92  4.49185e-05   0.00012487
       -2.91   4.6247e-05  0.000140941
        -2.9  4.77373e-05  0.000157277
       -2.89  4.93925e-05  0.000173923
       -2.88  5.12158e-05  0.000190922
       -2.87  5.32109e-05  0.000208317
       -2.86  5.53821e-05  0.000226149
       -2.85  5.77339e-05  0.000244459
       -2.84  6.02713e-05  0.000263287
       -2.83  6.29997e-05  0.000282673
       -2.82  6.59248e-05  0.000302656
       -2.81  6.90528e-05  0.000323274
        -2.8  7.23902e-05  0.000344566
       -2.79  7.59441e-05  0.000366569
       -2.78  7.97216e-05  0.000389322
       -2.77  8.37305e-05  0.000412862
       -2.76  8.79789e-05  0.000437227
       -2.75  9.24751e-05  0.000462452
       -2.74  9.72279e-05  0.000488576
       -2.73  0.000102247  0.000515636
       -2.72  0.000107541  0.000543667
       -2.71   0.00011312  0.000572708
        -2.7  0.000118995  0.000602794
       -2.69  0.000125176  0.000633962
       -2.68  0.000131674  0.000666248
       -2.67  0.000138501   0.00069969
       -2.66  0.000145668  0.000734323
       -2.65  0.000153187  0.000770184
       -2.64  0.000161071  0.000807308
       -2.63  0.000169333  0.000845731
       -2.62  0.000177986   0.00088549
       -2.61  0.000187043   0.00092662
        -2.6  0.000196519  0.000969157
       -2.59  0.000206426   0.00101313
       -2.58  0.000216781   0.00105859
       -2.57  0.000227598   0.00110555
       -2.56  0.000238892   0.00115406
       -2.55  0.000250679   0.00120415
       -2.54  0.000262975   0.00125585
       -2.53  0.000275796    0.0013092
       -2.52  0.000289159   0.00136423
       -2.51  0.000303081   0.00142096
        -2.5  0.000317579   0.00147944
       -2.49   0.00033267   0.00153968
       -2.48  0.000348372   0.00160173
       -2.47  0.000364704   0.00166562
       -2.46  0.000381685   0.00173136
       -2.45  0.000399331   0.00179898
       -2.44  0.000417664   0.00186853
       -2.43  0.000436702   0.00194001
       -2.42  0.000456464   0.00201346
       -2.41  0.000476971   0.00208889
        -2.4  0.000498242   0.00216634
       -2.39  0.000520298   0.00224582
       -2.38  0.000543159   0.00232736
       -2.37  0.000566845   0.00241096
       -2.36  0.000591378   0.00249666
       -2.35  0.000616778   0.00258447
       -2.34  0.000643067   0.00267439
       -2.33  0.000670266   0.00276645
       -2.32  0.000698396   0.00286066
       -2.31  0.000727479   0.00295703
        -2.3  0.000757537   0.00305556
       -2.29  0.000788591   0.00315627
       -2.28  0.000820662   0.00325916
       -2.27  0.000853774   0.00336423
