          -3  1.00804e-07            0
       -2.99  1.00868e-07  1.26779e-08
       -2.98  1.01058e-07   2.5013e-08
       -2.97  1.01369e-07  3.70238e-08
       -2.96  1.01798e-07  4.87271e-08
       -2.95  1.02343e-07  6.01384e-08
       -2.94  1.03001e-07  7.12714e-08
       -2.93  1.03769e-07  8.21385e-08
       -2.92  1.04644e-07  9.27509e-08
       -2.91  1.05624e-07  1.03118e-07
        -2.9  1.06706e-07  1.13249e-07
       -2.89  1.07889e-07  1.23152e-07
       -2.88  1.09169e-07  1.32832e-07
       -2.87  1.10545e-07  1.42296e-07
       -2.86  1.12015e-07  1.51548e-07
       -2.85  1.13576e-07  1.60591e-07
       -2.84  1.15227e-07   1.6943e-07
       -2.83  1.16965e-07  1.78065e-07
       -2.82  1.18788e-07  1.86498e-07
       -2.81  1.20695e-07   1.9473e-07
        -2.8  1.22683e-07  2.02762e-07
       -2.79   1.2475e-07  2.10591e-07
       -2.78  1.26895e-07  2.18218e-07
       -2.77  1.29114e-07  2.25641e-07
       -2.76  1.31407e-07  2.32858e-07
       -2.75  1.33771e-07  2.39865e-07
       -2.74  1.36205e-07  2.46661e-07
       -2.73  1.38705e-07  2.53241e-07
       -2.72  1.41269e-07  2.59602e-07
       -2.71  1.43897e-07   2.6574e-07
        -2.7  1.46584e-07  2.71651e-07
       -2.69   1.4933e-07  2.77329e-07
       -2.68  1.52131e-07   2.8277e-07
       -2.67  1.54985e-07  2.87969e-07
       -2.66   1.5789e-07   2.9292e-07
       -2.65  1.60844e-07  2.97619e-07
       -2.64  1.63843e-07  3.02059e-07
       -2.63  1.66885e-07  3.06236e-07
       -2.62  1.69967e-07  3.10143e-07
       -2.61  1.73088e-07  3.13774e-07
        -2.6  1.76243e-07  3.17124e-07
       -2.59   1.7943e-07  3.20188e-07
       -2.58  1.82647e-07  3.22959e-07
       -2.57  1.85889e-07  3.25432e-07
       -2.56  1.89155e-07  3.27601e-07
       -2.55  1.92441e-07   3.2946e-07
       -2.54  1.95744e-07  3.31006e-07
       -2.53  1.99061e-07  3.32231e-07
       -2.52  2.02389e-07  3.33132e-07
       -2.51  2.05724e-07  3.33703e-07
        -2.5  2.09063e-07   3.3394e-07
       -2.49  2.12403e-07  3.33838e-07
       -2.48   2.1574e-07  3.33394e-07
       -2.47  2.19071e-07  3.32603e-07
       -2.46  2.22392e-07  3.31462e-07
       -2.45    2.257e-07  3.29967e-07
       -2.44  2.28991e-07  3.28116e-07
       -2.43  2.32262e-07  3.25906e-07
       -2.42  2.35509e-07  3.23334e-07
       -2.41  2.38729e-07  3.20399e-07
        -2.4  2.41917e-07  3.17099e-07
       -2.39  2.45071e-07  3.13433e-07
       -2.38  2.48186e-07  3.09401e-07
       -2.37  2.51259e-07  3.05001e-07
       -2.36  2.54286e-07  3.00233e-07
       -2.35  2.57264e-07  2.95099e-07
       -2.34  2.60188e-07  2.89599e-07
       -2.33  2.63056e-07  2.83735e-07
       -2.32  2.65863e-07  2.77507e-07
       -2.31  2.68606e-07  2.70919e-07
        -2.3  2.71281e-07  2.63972e-07
       -2.29  2.73885e-07  2.56671e-07
       -2.28  2.76414e-07  2.49018e-07
       -2.27  2.78866e-07  2.41017e-07
       -2.26  2.81235e-07  2.32674e-07
       -2.25  2.83519e-07  2.23992e-07
       -2.24  2.85715e-07  2.14977e-07
       -2.23  2.87819e-07  2.05634e-07
       -2.22  2.89827e-07  1.95971e-07
       -2.21  2.91738e-07  1.85993e-07
        -2.2  2.93547e-07  1.75708e-07
       -2.19  2.95252e-07  1.65122e-07
       -2.18   2.9685e-07  1.54245e-07
       -2.17  2.98337e-07  1.43083e-07
       -2.16  2.99711e-07  1.31646e-07
       -2.15   3.0097e-07  1.19942e-07
       -2.14   3.0211e-07  1.07981e-07
       -2.13   3.0313e-07  9.57733e-08
       -2.12  3.04026e-07  8.33278e-08
       -2.11  3.04796e-07  7.06552e-08
        -2.1  3.05439e-07  5.77663e-08
       -2.09  3.05951e-07   4.4672e-08
       -2.08  3.06332e-07  3.13835e-08
       -2.07  3.06579e-07  1.79122e-08
       -2.06   3.0669e-07  4.26999e-09
