y0 = v0 = 1.2         0.2
1.202     0.19452
1.20394   0.0972295
1.20583   0.0944264
1.20766   0.0915917
1.20944   0.0887262
1.21116   0.0858306
1.21281   0.0829059
1.21441    0.079953
1.21595   0.0769727
1.21743    0.073966
1.21885   0.0709339
1.22021   0.0678773
1.2215   0.0647972
1.22274   0.0616946
1.22391   0.0585705
1.22502    0.055426
1.22606   0.0522621
1.22704   0.0490799
1.22796   0.0458804
1.22882   0.0426648
1.2296   0.0394341
1.23033   0.0361895
1.23099   0.0329321
1.23158    0.029663
1.23211   0.0263834
1.23257   0.0230944
1.23297   0.0197973
1.2333    0.016493
1.23356   0.0131829
1.23376  0.00986813
1.23389   0.0065498
1.23395  0.00322915
1.23395 -9.2664e-05
1.23388 -0.00341444
1.23375   -0.006735
1.23355  -0.0100532
1.23328  -0.0133677
1.23295  -0.0166775
1.23255  -0.0199814
1.23208  -0.0232782
1.23155  -0.0265666
1.23095  -0.0298457
1.23029  -0.0331141
1.22956  -0.0363709
1.22877  -0.0396147
1.22791  -0.0428446
1.22699  -0.0460593
1.22601  -0.0492579
1.22496  -0.0524391
1.22385  -0.0556019
1.22267  -0.0587453
1.22143  -0.0618682
1.22013  -0.0649696
1.21877  -0.0680484
1.21735  -0.0711037
1.21587  -0.0741344
1.21433  -0.0771397
1.21272  -0.0801185
1.21106  -0.0830698
1.20934  -0.0859929
1.20756  -0.0888868
1.20573  -0.0917507
1.20384  -0.0945837
1.20189  -0.0973849
1.19989   -0.100154
1.19783   -0.102889
1.19572    -0.10559
1.19355   -0.108257
1.19133   -0.110888
1.18906   -0.113483
1.18674    -0.11604
1.18437   -0.118561
1.18195   -0.121043
1.17948   -0.123486
1.17696   -0.125891
1.1744   -0.128255
1.17179   -0.130579
1.16913   -0.132862
1.16643   -0.135104
1.16368   -0.137304
1.16089   -0.139462
1.15806   -0.141577
1.15519    -0.14365
1.15227   -0.145679
1.14932   -0.147664
1.14633   -0.149606
1.1433   -0.151503
1.14023   -0.153356
1.13713   -0.155165
1.13399   -0.156928
1.13082   -0.158647
1.12761    -0.16032
1.12437   -0.161948
1.1211    -0.16353
1.1178   -0.165068
1.11447   -0.166559
1.11111   -0.168005
1.10772   -0.169406
1.10431    -0.17076
1.10086    -0.17207
1.0974   -0.173333
1.09391   -0.174551
1.09039   -0.175724
1.08685   -0.176852
1.0833   -0.177934
1.07972   -0.178971
1.07612   -0.179963
1.0725   -0.180911
1.06886   -0.181814
1.06521   -0.182672
1.06154   -0.183487
1.05785   -0.184258
1.05416   -0.184985
1.05044   -0.185668
1.04672   -0.186309
1.04298   -0.186906
1.03923   -0.187461
1.03547   -0.187974
1.0317   -0.188445
1.02792   -0.188875
1.02414   -0.189263
1.02034   -0.189611
1.01655   -0.189918
1.01274   -0.190184
1.00893   -0.190412
1.00512   -0.190599
1.00131   -0.190748
0.99749   -0.190859
0.993672   -0.190931
0.989852   -0.190965
0.986033   -0.190963
0.982215   -0.190923
0.978398   -0.190847
0.974583   -0.190736
0.970771   -0.190588
0.966963   -0.190406
0.963159   -0.190189
0.959361   -0.189938
0.955568   -0.189653
0.951781   -0.189335
0.948001   -0.188985
0.944229   -0.188602
0.940465   -0.188187
0.936711   -0.187741
0.932965   -0.187264
0.92923   -0.186757
0.925506    -0.18622
0.921793   -0.185654
0.918092   -0.185058
0.914403   -0.184434
0.910727   -0.183782
0.907065   -0.183103
0.903417   -0.182396
0.899784   -0.181663
0.896166   -0.180904
0.892563   -0.180119
0.888977   -0.179309
0.885408   -0.178474
0.881856   -0.177615
0.878321   -0.176732
0.874804   -0.175825
0.871306   -0.174896
0.867828   -0.173944
0.864368    -0.17297
0.860929   -0.171974
0.85751   -0.170957
0.854111    -0.16992
0.850734   -0.168862
0.847378   -0.167784
0.844045   -0.166687
0.840733    -0.16557
0.837444   -0.164435
0.834179   -0.163282
0.830937   -0.162111
0.827718   -0.160922
0.824524   -0.159716
0.821354   -0.158493
0.818209   -0.157254
0.815089   -0.155999
0.811994   -0.154729
0.808925   -0.153443
0.805883   -0.152142
0.802866   -0.150827
0.799876   -0.149497
0.796913   -0.148154
0.793977   -0.146797
0.791069   -0.145427
0.788188   -0.144044
0.785335   -0.142649
0.78251   -0.141241
0.779713   -0.139822
0.776946   -0.138391
0.774207   -0.136948
0.771497   -0.135495
0.768816    -0.13403
0.766165   -0.132556
0.763544   -0.131071
0.760952   -0.129576
0.758391   -0.128072
0.755859   -0.126558
0.753359   -0.125035
0.750889   -0.123504
0.748449   -0.121963
0.746041   -0.120415
0.743664   -0.118858
0.741318   -0.117293
0.739004   -0.115721
0.736721   -0.114141
0.73447   -0.112554
0.732251    -0.11096
0.730063   -0.109359
0.727908   -0.107752
0.725786   -0.106138
0.723695   -0.104518
0.721637   -0.102892
0.719612    -0.10126
0.71762   -0.099622
0.71566   -0.097979
0.713734  -0.0963306
0.71184  -0.0946772
0.70998  -0.0930187
0.708153  -0.0913555
0.706359  -0.0896876
0.704599  -0.0880152
0.702872  -0.0863385
0.701179  -0.0846576
0.699519  -0.0829727
0.697893  -0.0812838
0.696302  -0.0795911
0.694744  -0.0778949
0.69322  -0.0761951
0.69173  -0.0744919
0.690274  -0.0727854
0.688853  -0.0710758
0.687466  -0.0693632
0.686113  -0.0676476
0.684794  -0.0659292
0.68351  -0.0642082
0.68226  -0.0624845
0.681045  -0.0607584
0.679864  -0.0590298
0.678718   -0.057299
0.677607  -0.0555659
0.67653  -0.0538308
0.675489  -0.0520936
0.674481  -0.0503545
0.673509  -0.0486135
0.672572  -0.0468708
0.671669  -0.0451264
