1.2           0
1.2 -0.00621172
1.19995 -0.00245719
1.19985 -0.00491768
1.1997 -0.00738071
1.19951 -0.00984547
1.19926  -0.0123112
1.19897  -0.0147771
1.19862  -0.0172424
1.19823  -0.0197062
1.19778  -0.0221679
1.19729  -0.0246267
1.19675  -0.0270817
1.19616  -0.0295322
1.19552  -0.0319774
1.19483  -0.0344165
1.19409  -0.0368489
1.19331  -0.0392737
1.19247  -0.0416901
1.19159  -0.0440976
1.19066  -0.0464952
1.18969  -0.0488823
1.18866  -0.0512581
1.18759   -0.053622
1.18647  -0.0559732
1.1853   -0.058311
1.18409  -0.0606348
1.18283  -0.0629439
1.18153  -0.0652375
1.18018  -0.0675151
1.17878   -0.069776
1.17734  -0.0720195
1.17585   -0.074245
1.17433   -0.076452
1.17275  -0.0786397
1.17114  -0.0808077
1.16948  -0.0829554
1.16778  -0.0850821
1.16603  -0.0871873
1.16425  -0.0892705
1.16242  -0.0913312
1.16055  -0.0933688
1.15865  -0.0953829
1.1567  -0.0973729
1.15471  -0.0993385
1.15269   -0.101279
1.15062   -0.103194
1.14852   -0.105084
1.14638   -0.106947
1.14421   -0.108783
1.14199   -0.110593
1.13975   -0.112375
1.13746   -0.114129
1.13515   -0.115856
1.1328   -0.117553
1.13041   -0.119223
1.12799   -0.120863
1.12554   -0.122474
1.12306   -0.124055
1.12055   -0.125607
1.11801   -0.127129
1.11544    -0.12862
1.11283   -0.130081
1.1102   -0.131511
1.10755   -0.132911
1.10486   -0.134279
1.10215   -0.135617
1.09941   -0.136923
1.09665   -0.138198
1.09386   -0.139441
1.09104   -0.140653
1.08821   -0.141833
1.08535   -0.142981
1.08247   -0.144098
1.07956   -0.145183
1.07664   -0.146236
1.07369   -0.147257
1.07073   -0.148246
1.06774   -0.149204
1.06474   -0.150129
1.06172   -0.151023
1.05868   -0.151885
1.05563   -0.152715
1.05256   -0.153514
1.04947   -0.154281
1.04637   -0.155017
1.04326   -0.155721
1.04013   -0.156394
1.03699   -0.157035
1.03384   -0.157646
1.03067   -0.158226
1.0275   -0.158775
1.02431   -0.159293
1.02111   -0.159781
1.01791   -0.160238
1.0147   -0.160665
1.01147   -0.161062
1.00825   -0.161429
1.00501   -0.161767
1.00177   -0.162075
0.998522   -0.162354
0.99527   -0.162604
0.992014   -0.162825
0.988753   -0.163018
0.98549   -0.163182
0.982223   -0.163318
0.978955   -0.163426
0.975685   -0.163506
0.972413   -0.163559
0.969142   -0.163584
0.96587   -0.163583
0.962599   -0.163555
0.959329     -0.1635
0.956061   -0.163419
0.952794   -0.163313
0.949531    -0.16318
0.94627   -0.163022
0.943013   -0.162839
0.939761    -0.16263
0.936513   -0.162398
0.93327    -0.16214
0.930033   -0.161859
0.926802   -0.161554
0.923577   -0.161225
0.92036   -0.160873
0.91715   -0.160497
0.913948   -0.160099
0.910754   -0.159679
0.90757   -0.159236
0.904394   -0.158771
0.901229   -0.158284
0.898073   -0.157776
0.894928   -0.157247
0.891794   -0.156697
0.888672   -0.156126
0.885561   -0.155535
0.882462   -0.154924
0.879377   -0.154292
0.876304   -0.153641
0.873244   -0.152971
0.870199   -0.152282
0.867167   -0.151574
0.86415   -0.150847
0.861148   -0.150102
0.858161   -0.149338
0.85519   -0.148557
0.852235   -0.147758
0.849296   -0.146942
0.846374   -0.146109
0.843469   -0.145258
0.840581   -0.144391
0.837711   -0.143508
0.834859   -0.142608
0.832025   -0.141693
0.82921   -0.140761
0.826414   -0.139814
0.823636   -0.138852
0.820879   -0.137874
0.818141   -0.136882
0.815424   -0.135874
0.812727   -0.134853
0.81005   -0.133817
0.807395   -0.132766
0.804761   -0.131702
0.802149   -0.130624
0.799558   -0.129533
0.796989   -0.128428
0.794443    -0.12731
0.79192   -0.126179
0.789419   -0.125035
0.786941   -0.123878
0.784487   -0.122709
0.782057   -0.121528
0.77965   -0.120334
0.777267   -0.119129
0.774909   -0.117912
0.772575   -0.116682
0.770267   -0.115442
0.767983    -0.11419
0.765724   -0.112926
0.763491   -0.111652
0.761284   -0.110367
0.759103   -0.109071
0.756947   -0.107764
0.754818   -0.106446
0.752716   -0.105118
0.75064    -0.10378
0.748592   -0.102432
0.74657   -0.101073
0.744576  -0.0997049
0.74261  -0.0983266
0.740671  -0.0969387
0.73876  -0.0955411
0.736877  -0.0941341
0.735023  -0.0927176
0.733197  -0.0912919
0.7314   -0.089857
0.729632  -0.0884129
0.727893  -0.0869599
0.726183   -0.085498
0.724502  -0.0840273
0.722851  -0.0825479
0.72123  -0.0810599
0.719639  -0.0795633
0.718077  -0.0780583
0.716547  -0.0765449
0.715046  -0.0750232
0.713576  -0.0734934
0.712137  -0.0719554
0.710729  -0.0704094
0.709352  -0.0688554
0.708006  -0.0672935
0.706691  -0.0657238
0.705409  -0.0641463
0.704157  -0.0625612
0.702938  -0.0609684
0.701751  -0.0593681
0.700595  -0.0577604
0.699473  -0.0561452
0.698382  -0.0545228
0.697324   -0.052893
0.696299   -0.051256
0.695307  -0.0496119
0.694348  -0.0479607
0.693422  -0.0463025
0.692529  -0.0446374
0.69167  -0.0429654
0.690844  -0.0412865
0.690052  -0.0396008
0.689294  -0.0379085
0.688569  -0.0362095
0.687879  -0.0345039
0.687223  -0.0327918
0.686602  -0.0310732
0.686015  -0.0293483
0.685463   -0.027617
0.684945  -0.0258794
0.684462  -0.0241356
0.684015  -0.0223856
0.683602  -0.0206295
0.683225  -0.0188675
0.682883  -0.0170994
0.682576  -0.0153255
0.682305  -0.0135457
0.68207  -0.0117602
0.681871 -0.00996897
0.681707 -0.00817212
0.68158 -0.00636971
0.681489 -0.00456181
0.681434  -0.0027485
0.681415-0.000929848
0.681433 0.000894069
0.681487  0.00272317
0.681579  0.00455739
0.681707  0.00639663
0.681871  0.00824083
0.682073   0.0100899
0.682312   0.0119437
0.682588   0.0138023
0.682901   0.0156654
0.683252    0.017533
0.68364   0.0194051
0.684066   0.0212815
0.684529   0.0231621
0.68503   0.0250468
0.685569   0.0269356
0.686145   0.0288283
0.68676   0.0307247
0.687412   0.0326249
0.688103   0.0345286
0.688832   0.0364359
0.689598   0.0383464
0.690404   0.0402602
0.691247   0.0421771
0.692129   0.0440969
0.69305   0.0460196
0.694008   0.0479449
0.695006   0.0498728
0.696042   0.0518032
0.697117   0.0537357
0.69823   0.0556704
0.699382   0.0576071
0.700573   0.0595456
0.701803   0.0614857
0.703071   0.0634272
0.704379   0.0653701
0.705725   0.0673141
0.70711    0.069259
0.708534   0.0712047
0.709997   0.0731509
0.711499   0.0750975
0.71304   0.0770443
0.71462   0.0789911
0.716239   0.0809376
0.717896   0.0828837
0.719593   0.0848291
0.721328   0.0867736
0.723103    0.088717
0.724916   0.0906591
0.726768   0.0925995
0.728659   0.0945382
0.730588   0.0964747
0.732556   0.0984088
0.734563     0.10034
0.736609    0.102269
0.738693    0.104195
0.740815    0.106117
0.742976    0.108035
0.745175    0.109949
0.747412     0.11186
0.749687    0.113765
0.752    0.115665
0.754352    0.117561
0.756741     0.11945
0.759167    0.121334
0.761632    0.123212
0.764133    0.125083
0.766672    0.126947
0.769248    0.128804
0.771861    0.130653
0.774511    0.132494
0.777198    0.134326
0.779921     0.13615
0.78268    0.137965
0.785475     0.13977
0.788307    0.141565
0.791174     0.14335
0.794076    0.145124
0.797014    0.146886
0.799987    0.148637
0.802994    0.150376
0.806036    0.152102
0.809112    0.153815
0.812223    0.155515
0.815367      0.1572
0.818544    0.158871
0.821755    0.160528
0.824998    0.162168
0.828274    0.163793
0.831582    0.165401
0.834922    0.166993
0.838293    0.168566
0.841696    0.170122
0.845129    0.171659
0.848592    0.173177
0.852086    0.174676
0.855609    0.176154
0.859161    0.177611
0.862742    0.179047
0.866351    0.180461
0.869988    0.181853
0.873653    0.183221
0.877344    0.184566
0.881062    0.185886
0.884805    0.187182
0.888575    0.188451
0.892368    0.189695
0.896187    0.190912
0.900029    0.192102
0.903894    0.193263
0.907782    0.194396
0.911692    0.195499
0.915623    0.196573
0.919576    0.197616
0.923548    0.198627
0.92754    0.199607
0.931551    0.200554
0.935581    0.201468
0.939628    0.202348
0.943692    0.203193
0.947772    0.204003
0.951867    0.204777
0.955977    0.205515
0.960102    0.206215
0.964239    0.206878
0.968389    0.207501
0.972551    0.208086
0.976724    0.208631
0.980906    0.209135
0.985098    0.209597
0.989299    0.210018
0.993507    0.210397
0.997721    0.210732
1.00194    0.211023
1.00617     0.21127
1.0104    0.211471
1.01463    0.211627
1.01886    0.211737
1.0231    0.211799
1.02734    0.211814
1.03157     0.21178
1.03581    0.211698
1.04004    0.211567
1.04426    0.211385
1.04849    0.211153
1.05271     0.21087
1.05692    0.210535
1.06112    0.210149
1.06531    0.209709
1.0695    0.209217
1.07367    0.208671
1.07783     0.20807
1.08198    0.207416
1.08611    0.206706
1.09023    0.205942
1.09434    0.205121
1.09842    0.204244
1.10249    0.203311
1.10653    0.202322
1.11056    0.201275
1.11456    0.200171
1.11854    0.199009
1.1225     0.19779
1.12643    0.196512
1.13033    0.195176
1.13421    0.193782
1.13805    0.192329
1.14187    0.190818
1.14566    0.189248
1.14941    0.187619
1.15313    0.185932
1.15681    0.184185
1.16046     0.18238
1.16407    0.180517
1.16764    0.178595
1.17117    0.176614
1.17466    0.174575
1.17811    0.172478
1.18152    0.170323
1.18488    0.168111
1.1882    0.165841
1.19147    0.163515
1.19469    0.161132
1.19787    0.158693
1.20099    0.156198
1.20406    0.153648
1.20708    0.151043
1.21005    0.148383
1.21296    0.145671
1.21582    0.142905
1.21862    0.140086
1.22137    0.137217
1.22405    0.134296
1.22668    0.131325
1.22925    0.128304
1.23175    0.125235
1.23419    0.122118
1.23657    0.118954
1.23889    0.115744
1.24114     0.11249
1.24332    0.109191
1.24544    0.105849
1.24749    0.102466
1.24947   0.0990413
1.25138   0.0955771
1.25322   0.0920743
1.25499   0.0885342
1.25669   0.0849578
1.25832   0.0813465
1.25987   0.0777015
1.26135    0.074024
1.26276   0.0703154
1.26409   0.0665771
1.26535   0.0628103
1.26653   0.0590164
1.26763   0.0551969
1.26866   0.0513532
1.26961   0.0474867
1.27048   0.0435988
1.27127   0.0396911
1.27199   0.0357649
1.27263   0.0318219
1.27318   0.0278636
1.27366   0.0238914
1.27406   0.0199068
1.27438   0.0159116
1.27462   0.0119071
1.27477  0.00789496
1.27485  0.00387675
1.27485-0.000145982
1.27476 -0.00417166
1.2746 -0.00819872
1.27436  -0.0122256
1.27403  -0.0162507
1.27363  -0.0202725
1.27314  -0.0242893
1.27257  -0.0282998
1.27193  -0.0323022
1.2712  -0.0362952
1.2704   -0.040277
1.26951  -0.0442463
1.26855  -0.0482015
1.2675  -0.0521411
1.26638  -0.0560637
1.26518  -0.0599677
1.26391  -0.0638518
1.26255  -0.0677145
1.26112  -0.0715544
1.25961  -0.0753701
1.25803  -0.0791602
1.25637  -0.0829235
1.25464  -0.0866585
1.25283   -0.090364
1.25095  -0.0940388
1.249  -0.0976815
1.24697   -0.101291
1.24487   -0.104866
1.24271   -0.108406
1.24047   -0.111908
1.23816   -0.115373
1.23578   -0.118799
1.23334   -0.122185
1.23083   -0.125531
1.22825   -0.128834
1.22561   -0.132094
1.22291   -0.135311
1.22014   -0.138483
1.2173    -0.14161
1.21441    -0.14469
1.21146   -0.147723
1.20844   -0.150709
1.20537   -0.153646
1.20224   -0.156534
1.19905   -0.159372
1.19581   -0.162159
1.19251   -0.164896
1.18916   -0.167581
1.18575   -0.170215
1.1823   -0.172795
1.17879   -0.175323
1.17524   -0.177798
1.17163   -0.180219
1.16798   -0.182586
1.16428   -0.184898
1.16054   -0.187157
1.15675    -0.18936
1.15292   -0.191509
1.14905   -0.193602
1.14514    -0.19564
1.14118   -0.197623
1.13719    -0.19955
1.13316   -0.201422
1.1291   -0.203239
1.125      -0.205
1.12086   -0.206705
1.1167   -0.208355
1.1125    -0.20995
1.10827    -0.21149
1.10401   -0.212975
1.09972   -0.214405
1.09541    -0.21578
1.09106   -0.217101
1.0867   -0.218368
1.0823   -0.219581
1.07789    -0.22074
1.07345   -0.221846
1.069   -0.222898
1.06452   -0.223898
1.06002   -0.224846
1.05551   -0.225742
1.05097   -0.226586
1.04643   -0.227379
1.04186   -0.228122
1.03729   -0.228814
1.0327   -0.229456
1.0281   -0.230049
1.02349   -0.230593
1.01886   -0.231089
1.01423   -0.231537
1.00959   -0.231937
1.00495   -0.232291
1.0003   -0.232598
0.995639   -0.232859
0.990978   -0.233075
